,Acetyl.CoA_assimilation,Aerobe,Biotin_prototroph,Carbon_fixation,Coenzyme_A_prototroph,Dissimilatory_sulfate_reduction,Fructose_utilizing,Galactose_utilizing,Glucose_utilizing,Glycine_prototroph,L.alanine_prototroph,L.arabinose_utilizing,L.arginine_prototroph,L.asparagine_prototroph,L.aspartate_prototroph,L.cysteine_prototroph,L.glutamate_prototroph,L.glutamine_prototroph,L.histidine_prototroph,L.isoleucine_prototroph,L.leucine_prototroph,L.lysine_prototroph,L.methionine_synthesis_with_homocysteine_as_intermediate,L.methionine_synthesis_with_methanethiol,L.phenylalanine_prototroph,L.proline_prototroph,L.selenocysteine_synthesis,L.serine_prototroph,L.threonine_prototroph,L.tryptophan_prototroph,L.tyrosine_prototroph,L.valine_prototroph,Lactose_utilizing,Maltose_utilizing,Nitrogen_fixer,Sucrose_utilizing,Sulfur_reducer,Trehalose_utilizing,Use_of_nitrate_as_electron_acceptor,Xylose_utilizing,IsAcetateProducer,IsButyrateProducer,IsPropionateProducer
sample104,185654.500076899,35750031.94994297,178629.73520912448,0.0,5262552.423801397,10035.37838253508,175619.12169436394,178629.73520912448,934293.727414016,73433881.31420045,24519440.00204796,178629.73520912448,185654.50007689904,73652652.56293972,60260440.11144664,32716337.064902622,73667705.63051352,62943900.290936515,1149050.824800267,6257058.421510623,5189294.161608892,19662316.864900984,185654.50007689904,185654.50007689904,178629.73520912448,19449566.84319124,3503350.593342997,15904067.660641598,5127074.815637173,5182269.396741116,178629.73520912448,6486868.586470677,0.0,233824.3163130674,0.0,185654.500076899,977445.8544589168,175619.12169436394,276976.44335796824,3010.613514760524,9959109.506827813,1882636.9845635816,7753333.338346604
sample105,70736.36895199961,26097004.385357723,70736.36895199961,0.0,8519488.276578834,14147.273790399926,70736.36895199961,70736.36895199961,823371.3346012755,78639979.24290304,22834643.049291503,70736.36895199961,70736.36895199961,78650353.91034934,53035299.98545123,32316145.94361753,78673932.7,56197687.25339863,1046898.2604895942,9510740.593492854,4726132.597579601,17416237.187568333,70736.36895199961,70736.36895199961,70736.36895199961,17279480.207594465,5601377.269412342,15556342.259923754,3498149.232572888,4726132.597579601,70736.36895199961,9668246.908359308,0.0,33953.45709695982,0.0,85826.7943284262,976161.8915375946,70736.36895199961,83940.49115637287,0.0,13272029.118567182,3510410.2031912343,9557898.172794187
sample106,72525.10334747966,46320464.86979256,32965.956067036204,0.0,11034804.360839251,13186.382426814482,34064.821269270746,32965.956067036204,632946.356487095,101499981.0,31427544.783907846,32965.956067036204,70327.37294301056,101463718.44832626,92491484.07208122,48348970.033117525,101499981.0,93790342.74112247,761513.5851485363,11812800.924021307,6809667.658247445,32170377.660618395,45053.473291616145,45053.473291616145,42855.74288714706,32052799.083979297,8010727.324289799,26504628.677897107,8212918.521500954,6856918.86194353,42855.74288714706,12002904.604007883,0.0,0.0,0.0,24175.034449159884,728547.6290815,24175.034449159884,35163.68647150529,8790.921617876322,20329006.241338998,1996638.0724601592,15946731.814827647
sample107,39615.16980560465,46276177.64291845,33012.641504670544,0.0,17696662.28316082,6602.528300934107,36785.514819490025,33012.641504670544,501792.1508709921,104610458.40000002,38874743.41757133,33012.641504670544,39615.16980560465,104600082.99838428,83791743.44882604,40188646.54945721,104610458.40000002,84957561.3031053,633842.7168896743,18314470.288462512,14347293.997929819,36981704.23186065,39615.16980560465,39615.16980560465,33012.641504670544,36807208.841050245,5309375.972279727,34110547.63928301,7044897.697096694,14330316.06801313,33012.641504670544,18491795.334259026,0.0,0.0,6602.528300934107,30182.98651855592,619694.4419591012,28296.549861146177,39615.16980560465,4716.091643524364,42429733.29845999,1307300.6035849534,26341258.26574097
sample108,43762.80699299651,43089765.20269042,43762.80699299651,0.0,12562943.731610205,0.0,43762.80699299651,43762.80699299651,746985.8435011472,100621256.71306972,28964941.980123278,43762.80699299651,43762.80699299651,100613711.40151921,73479262.00355126,34101790.083715014,100625783.90000004,74573332.17837618,848093.0182780703,13359728.631344762,10649452.722399183,29298444.750656113,43762.80699299651,43762.80699299651,43762.80699299651,29114339.148823507,4005051.3710142323,25300938.691192396,5601639.295103554,10641907.410848666,43762.80699299651,13555906.731658194,21126.872341446586,4527.186930309984,0.0,43762.80699299651,790748.6504941438,43762.80699299651,48289.993923306494,0.0,39665702.821065985,1290248.2751383453,17407033.74704189
sample109,96608.38296675147,57973927.92058728,90252.56829788623,0.0,3621543.1983194062,0.0,87710.24243034012,90252.56829788623,1271162.9337730452,136440273.49652982,47277091.8328871,90252.56829788623,114404.6640395741,136414850.23785436,106701416.66090943,54058746.08456629,136440273.49652982,108880189.92939642,1450396.9074350446,5016008.936668436,3560527.3774983,46585579.19691456,110591.17523825496,110591.17523825496,104235.36056938973,46204230.316782646,6789281.229281837,41952190.30331181,8750685.636093643,3574510.169769803,104235.36056938973,5486339.222164463,0.0,0.0,0.0,87710.24243034012,1377940.6202099812,73727.45015883663,96608.38296675147,16525.1181390496,49016042.726288624,2069453.2561825183,29405812.14697186
sample110,110725.94247269981,43077070.18282979,93571.21899101393,0.0,5327321.401221727,10916.642215618293,107606.90183966602,93571.21899101393,1367699.3175853202,132244203.79999998,31235632.419516966,93571.21899101393,118523.5440552843,132216132.43430269,91537604.4982759,37673332.28609873,132244203.79999998,94453907.4901625,1483103.8210075707,6771437.214316376,5289892.913625321,24944527.4626878,115404.50342225052,115404.50342225052,107606.90183966602,24766742.14660487,10774725.866815258,22575616.10189863,3841098.539581122,5302369.076157456,107606.90183966602,7047472.310339867,0.0,0.0,12476.162532135193,124761.62532135191,1408246.8458147596,93571.21899101393,101368.82057359842,0.0,56134933.79302577,2482756.3438949035,29793076.12673884
sample111,64639.0955100714,169677625.71393734,64639.0955100714,0.0,13148952.849811886,290875.9297953212,64639.0955100714,64639.0955100714,1399946.7264418087,219720192.8405371,74874185.97544241,64639.0955100714,64639.0955100714,169992316.04734164,137368284.13187692,49023650.8579015,219735502.1,137905809.24190807,1507111.5426821902,14601631.469959278,5361642.8696775,47154220.17459707,68041.15316849621,68041.15316849621,64639.0955100714,46922880.253824174,2764171.847470158,24615588.187532708,22448477.4591161,5361642.8696775,64639.0955100714,14843177.563707441,0.0,64639.0955100714,0.0,74845.26848534582,1442472.4471721188,64639.0955100714,64639.0955100714,64639.0955100714,66772185.66190373,10541275.654629268,53109522.1056697
sample112,126041.45275404821,231617374.76520333,126041.45275404821,0.0,24491654.86229377,396130.2800841514,151249.74330485784,126041.45275404821,2625263.401648605,282440889.7,87940922.1786816,126041.45275404821,208868.69313527987,243832592.12925282,214349695.73789877,78801116.26183093,282440889.7,215653324.47781205,2970977.1006311364,27354596.431992862,13666494.662903227,71393480.02425729,187261.5869488716,187261.5869488716,151249.74330485784,70878510.66014789,4523087.56168813,47704889.27522504,24099125.76657401,13677298.21599643,172856.8494912661,28053226.19868673,0.0,68422.50292362616,0.0,162053.296398062,2891751.044614306,126041.45275404821,126041.45275404821,21607.10618640826,54885650.89784137,7692129.80236134,44262157.0228573
sample113,31889.06547869376,125170959.81696872,31889.06547869376,0.0,6776426.414222422,1565753.1150038633,38266.87857443251,31889.06547869376,1039583.5346054162,163021686.08690423,55667147.15288174,31889.06547869376,54211.41131377939,126543784.0858265,113918903.06281164,43463201.79418565,163028063.89999995,114673079.46138273,1175112.0628898647,7919649.411633593,3699131.595528475,32753259.15316635,31889.06547869376,31889.06547869376,38266.87857443251,32589030.465951078,3654486.9038583045,16440407.70754056,15010183.120821148,3699131.595528475,38266.87857443251,8134900.603614776,0.0,30294.61220475907,0.0,31889.06547869376,1165545.3432462567,31889.06547869376,31889.06547869376,0.0,52506940.763943195,4552164.097083533,40247189.54065939
sample114,158166.41667671976,223535818.821585,147794.8483700496,0.0,7884984.805145979,259289.20766675367,176316.6612133925,147794.8483700496,2525476.8826741814,288010673.2,50468051.38025694,147794.8483700496,168537.9849833899,261293513.2420177,237065529.67763627,71040057.11653717,288010673.2,238364568.60804668,2836623.931874286,10669750.895486915,5061325.333655032,42212283.00814749,207431.36613340297,207431.36613340297,176316.6612133925,41921879.09556073,4029354.287141352,20792401.562796973,23701626.472817957,5053546.657425029,176316.6612133925,10978305.05261035,0.0,33707.59699667798,0.0,147794.8483700496,2725129.5725775817,147794.8483700496,168537.9849833899,0.0,57046218.578762494,1148651.189963719,31244349.52384382
sample115,67001.40652850161,122001033.83666143,63346.7843542197,0.0,8517706.080859696,588394.1700593868,73092.44348563813,63346.7843542197,941674.3135733043,150771437.79999998,48342123.914009616,63346.7843542197,63346.7843542197,121210417.23962513,102251455.60684203,37881377.04382338,150771437.79999998,102635190.9351416,1019639.5866246516,9494708.40878439,4742481.374826486,35952954.74319396,74310.65087706542,74310.65087706542,74310.65087706542,35779969.29361128,1735945.532783905,18000232.415729813,17527567.947856013,4743699.582217914,74310.65087706542,9712767.53184988,0.0,37764.42913424636,7309.244348563811,62128.5769627924,983093.3648818326,62128.5769627924,63346.7843542197,1218.2073914273014,40356774.463203646,6514973.12935321,31870741.774521068
sample116,44640.062180469715,12427106.540855378,44640.062180469715,0.0,70393.94420766378,0.0,47215.45038318911,44640.062180469715,159674.0685686032,52055463.27883313,2059452.0994412857,44640.062180469715,54083.15225710753,52072632.53351791,25082564.169018533,11540314.53638566,52087226.39999999,27681989.328296658,160532.531302843,213757.22082571077,175984.86051915944,774333.3862843015,54083.15225710753,54083.15225710753,57517.00319406674,784634.9390951792,4063962.5838912237,352828.1837725587,792361.1037033374,169975.62137948084,57517.00319406674,213757.22082571077,0.0,31763.121166872676,0.0,34338.50936959209,131344.7983386897,34338.50936959209,53224.68952286773,10301.552810877625,7003338.985928308,4035633.3136613104,2128129.11818047
sample117,96051.36447045168,13370015.427047426,96051.36447045168,0.0,308463.4615207789,2389.3374246381013,99874.30434987265,96051.36447045168,202615.81360931104,22217970.84422478,3325240.8938688454,96051.36447045168,98440.70189508978,22221554.850361735,19108487.119800758,5999148.405781346,22233023.669999998,19543824.39856982,236066.53755424445,459947.4542428346,388267.3315036915,3096342.368588516,102263.64177451075,102263.64177451075,99874.30434987265,3098014.904785763,1049874.8643859823,676660.3586575105,3086546.0851474996,388984.1327310829,99874.30434987265,467593.33400167647,716.8012273914305,15769.62700261147,716.8012273914305,99635.37060740883,142404.51050843086,96051.36447045168,105608.71416900409,716.8012273914305,3010565.1550440085,2087803.041648774,2481565.8492291328
sample118,44851.92166935085,24324158.233896162,44851.92166935085,0.0,712825.1836736116,4271.611587557224,53929.09629290995,44851.92166935085,331583.84948412946,42087655.02075288,6610318.931744803,44851.92166935085,50191.436153797375,42083917.36061376,36280399.06746882,9339878.736193871,42105809.370000005,37219085.71383453,431966.7217917242,1138384.488084,856992.0747536678,4478784.749553748,58200.70788046718,58200.70788046718,56598.85353513322,4475047.089414637,3223998.8457088144,1727332.9357184523,5183066.710052245,846846.9972332196,56598.85353513322,1159742.5460217863,0.0,21358.057937786114,0.0,49123.53325690807,407404.95516327024,40046.35863334897,57132.804983577866,4805.563036001877,6968600.353651169,4861093.986640121,5777888.62361959
sample119,42833.16079150418,32117877.424519327,31469.260989676543,0.0,562075.9671211673,13986.338217634016,45455.59920731056,31469.260989676543,646868.1425655734,73749961.4215842,9070140.334135665,31469.260989676543,51574.62217752545,73726359.47584192,51658540.20683126,16708429.29324104,73752583.86,54510879.05708999,808585.1782069667,1416990.8906740465,1180097.2871128705,3460744.562725818,57693.64514774033,57693.64514774033,45455.59920731056,3509696.7464875374,7366429.510000121,2025396.6031411265,5019347.12785341,1183593.871667279,45455.59920731056,1458075.7591883466,4370.7306930106315,2622.4384158063785,0.0,72554.12950397648,810333.4704841711,31469.260989676543,43707.30693010631,0.0,13669897.315460049,8121691.773752355,9193394.939678561
sample120,61639.82089725684,15751099.75031454,61639.82089725684,0.0,423330.9538633444,3896.77028660819,67307.85040505057,65182.33933962792,256832.5870719035,25356284.2549595,3870201.3982904064,61639.82089725684,61639.82089725684,25350616.225451708,22728089.822564382,4479160.318533996,25363015.040000007,23130874.169461984,308199.1044862842,685123.0667545673,584515.5429912286,1918982.2402324155,67307.85040505057,67307.85040505057,67307.85040505057,1899852.6406436113,1809164.1685189116,1052836.4810726857,2161644.7535348344,579910.2690161462,67307.85040505057,714525.9698262473,5668.029507793731,8856.296105927704,0.0,65182.33933962792,254707.0760064808,61639.82089725684,61639.82089725684,2125.5110654226487,4893280.724447176,3804664.8071065415,4590041.145780209
sample121,14564.890241949392,37182658.07491315,14564.890241949392,0.0,10206472.396444675,3515.6631618498527,18080.553403799244,14564.890241949392,260661.31157143912,61149436.086838156,18431617.48238968,14564.890241949392,35156.63161849853,61135875.67178531,54408403.092788346,30168407.82942814,61152951.75000001,55785036.33944982,325449.9612683864,10522379.843416613,2967219.708601276,17983119.310456548,14564.890241949392,14564.890241949392,18080.553403799244,17866600.188520953,4397592.377879617,16327744.19881982,2863256.5265294304,2962197.3326557763,18080.553403799244,10688118.249618106,0.0,3515.6631618498527,0.0,14564.890241949392,343530.51467218564,14564.890241949392,14564.890241949392,0.0,6830431.285879715,5342803.5308226785,3678388.1424840465
sample122,29968.40704457593,41100141.26127647,29968.40704457593,0.0,9581939.45239533,4892.8011501348465,29968.40704457593,29968.40704457593,436070.9025057682,59642634.419999994,21423741.436009187,29968.40704457593,35472.80833847763,59633460.41784349,48157395.32020221,23659751.561620813,59642634.419999994,49218521.5696377,568176.533559409,10126263.580347829,7997895.080039172,20947304.924014807,36084.40848224449,36084.40848224449,36084.40848224449,20733856.473840177,3166253.9442810123,18981010.461804364,4212701.790266102,8004011.08147684,36084.40848224449,10362952.835985603,0.0,0.0,0.0,23852.405606907374,543712.5278087348,23852.405606907374,29968.40704457593,6116.0014376685585,11841190.383470096,2228670.923886422,2948524.2931000115
sample123,30776.596408187368,42816107.812628284,30776.596408187368,0.0,7557852.746524869,11724.417679309472,30776.596408187368,30776.596408187368,521736.5867292713,104250590.90000002,17132305.333890967,30776.596408187368,61553.192816374736,104230073.16906123,59949878.69872918,30949531.568957176,104250590.90000002,62013376.21028762,611135.271534006,8160194.704799393,6073248.357882307,17346275.956538364,35173.25303792842,35173.25303792842,30776.596408187368,17217307.362065963,5419612.072260804,14954494.749959232,3659483.868154469,6073248.357882307,30776.596408187368,8363906.461977395,0.0,0.0,0.0,48363.222927151575,606738.614904265,30776.596408187368,35173.25303792842,0.0,41296330.17094778,4682439.310674222,3359045.665122163
sample124,56568.942120895,84203366.56574272,56568.942120895,0.0,18037553.035916958,24810.939526708335,48629.441472348335,52599.19179662167,1297115.9184563116,134657900.74967572,49057182.06978878,56568.942120895,66493.31793157833,134638051.99805436,107499846.34374079,60260809.92246919,134661870.49999997,110031554.61304608,1509497.5608049347,19491474.092182066,6874615.124060344,47543714.75865957,52599.19179662167,52599.19179662167,52599.19179662167,47105057.34782737,8769178.46631979,42462434.3435897,9704054.66768616,6870645.3737360705,52599.19179662167,19996624.82094585,0.0,3969.7503242733333,0.0,48629.441472348335,1467815.182400065,48629.441472348335,60538.69244516833,4962.187905341667,27933148.1567493,5137849.357190763,7930568.71031705
